id,name,type,smd,place,qty,min,approx,unknown,updatedAt,updatedBy
EC270,CONN HEADER SMD 3 POS 1.2MM,Connector,Yes,SMD BOX,0,4,,,2026-09-09T00:00:00.000Z,import
EC271,CONN FFC FPC 6POS 0.5MM R/A,Misc,Yes,SMD BOX,0,2,,,2026-09-09T00:00:00.000Z,import
EC272,IC BATT CHG LI-ION 1CELL 20QFN,Misc,Yes,SMD BOX,0,2,,,2026-09-09T00:00:00.000Z,import
EC273,TVS Diode 5VWM 18.3VC SOD323,Diode,Yes,SMD BOX,3,5,,,2026-09-09T00:00:00.000Z,import
EC274,500 Ω Resistor,Resistor,,MIXED RESISTOR BOX,5,10,Yes,,2026-09-09T00:00:00.000Z,import
EC275,22K Ω Resistor,Resistor,,MIXED RESISTOR BOX,10,10,Yes,,2026-09-09T00:00:00.000Z,import
EC276,5K Ω Resistor,Resistor,,MIXED RESISTOR BOX,3,10,Yes,,2026-09-09T00:00:00.000Z,import
EC277,1.7K Ω Resistor,Resistor,,MIXED RESISTOR BOX,3,10,Yes,,2026-09-09T00:00:00.000Z,import
EC278,390 Ω Resistor,Resistor,,MIXED RESISTOR BOX,10,10,Yes,,2026-09-09T00:00:00.000Z,import
EC279,47 Ω Resistor,Resistor,,MIXED RESISTOR BOX,10,10,Yes,,2026-09-09T00:00:00.000Z,import
EC280,150K Ω Resistor,Resistor,,MIXED RESISTOR BOX,10,10,Yes,,2026-09-09T00:00:00.000Z,import
EC281,120K Ω Resistor,Resistor,,MIXED RESISTOR BOX,10,10,Yes,,2026-09-09T00:00:00.000Z,import
EC282,470K Ω Resistor,Resistor,,MIXED RESISTOR BOX,10,10,Yes,,2026-09-09T00:00:00.000Z,import
EC283,39 Ω Resistor,Resistor,,MIXED RESISTOR BOX,5,10,Yes,,2026-09-09T00:00:00.000Z,import
EC284,15K Ω Resistor,Resistor,,MIXED RESISTOR BOX,10,10,Yes,,2026-09-09T00:00:00.000Z,import
EC285,55K Ω Resistor,Resistor,,MIXED RESISTOR BOX,5,10,Yes,,2026-09-09T00:00:00.000Z,import
EC286,220 Ω Resistor,Resistor,,MIXED RESISTOR BOX,5,10,Yes,,2026-09-09T00:00:00.000Z,import
EC287,270K Ω Resistor,Resistor,,MIXED RESISTOR BOX,200,10,Yes,,2026-09-09T00:00:00.000Z,import
EC288,56K Ω Resistor,Resistor,,MIXED RESISTOR BOX,400,10,Yes,,2026-09-09T00:00:00.000Z,import
EC289,2K Ω Resistor,Resistor,,MIXED RESISTOR BOX,300,10,Yes,,2026-09-09T00:00:00.000Z,import
EC290,100K Ω Resistor,Resistor,,MIXED RESISTOR BOX,100,10,Yes,,2026-09-09T00:00:00.000Z,import
EC291,RFID Reader,RFID,,E2,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC292,RFID Card,RFID,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC293,RFID Tag,RFID,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC294,HC-05 Bluetooth Module,Module,,A8,3,2,,,2026-09-09T00:00:00.000Z,import
EC295,Buzzer,Buzzer,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC296,Soilder Wire,Soldering,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC297,Soilderf Iron,Soldering,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC298,Soilder Stand,Soldering,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC299,Sucker Pump,Soldering,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC300,Soilder Paste/ oil,Soldering,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC301,Soilder SMD Paste,Soldering,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC302,De-soilder Wire,Soldering,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC303,Single Strenght Wire,Wire,,UNASSIGNED,,2,,Yes,2026-09-09T00:00:00.000Z,import
EC304,Forsive,Tool,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC305,Crocodile Cable/ Multimeter,Wire,,UNASSIGNED,,2,,Yes,2026-09-09T00:00:00.000Z,import
EC306,PCB Eathching Powder,PCB,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC307,Servo Motor (SG 90),Motor,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC308,Bulb Holder,Lamp,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC309,Bulb Holder,Lamp,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC310,Transformer,Power,,UNASSIGNED,,2,,Yes,2026-09-09T00:00:00.000Z,import
EC311,Two Pin,Connector,,UNASSIGNED,,4,,Yes,2026-09-09T00:00:00.000Z,import
EC312,Three Pin,Connector,,UNASSIGNED,,4,,Yes,2026-09-09T00:00:00.000Z,import
EC313,Wire Slive,Wire,,UNASSIGNED,,2,,Yes,2026-09-09T00:00:00.000Z,import
EC314,Rainbow Wire,Wire,,UNASSIGNED,,2,,Yes,2026-09-09T00:00:00.000Z,import
EC315,multimeter,Tool,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC316,Screw Driver,Tool,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC317,Robo Chesis,Chassis,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC318,BO Motor,Motor,,UNASSIGNED,,2,,Yes,2026-09-09T00:00:00.000Z,import
EC319,Rasberry Pi,MCU / Dev Board,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC320,Jetson Nano,MCU / Dev Board,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC321,LCD(R-pi/ jetson),Display,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC322,Type-c to Micro,Converter,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC323,HDMI to vga Converter,Converter,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC324,Cable-Tie,Misc,,UNASSIGNED,,2,,Yes,2026-09-09T00:00:00.000Z,import
EC325,SD Card Reader,Module,,UNASSIGNED,,2,,Yes,2026-09-09T00:00:00.000Z,import
EC326,SD Card,Memory,,UNASSIGNED,,1,,Yes,2026-09-09T00:00:00.000Z,import
EC327,STM 32 Board,MCU / Dev Board,,UNASSIGNED,1,1,,,2026-09-09T00:00:00.000Z,import
EC328,NRF52 dev Board,MCU / Dev Board,,UNASSIGNED,3,1,,,2026-09-09T00:00:00.000Z,import
EC329,USB Camera,Camera,,UNASSIGNED,2,1,,,2026-09-09T00:00:00.000Z,import
EC330,KP Litieum Battery 402025 400mAh,Battery,,H DRAWER,3,2,,,2026-09-09T00:00:00.000Z,import
EC331,HDMI to vga Converter,Converter,,ARDUINO CABLE BOX,1,1,,,2026-09-09T00:00:00.000Z,import
EC332,Antenna Connector MH1 with Coax Cable Only (ANTX200P001B24003 ),Connector,,UNASSIGNED,15,4,,,2026-09-09T00:00:00.000Z,import
EC333,2.4 Ghz Antenna with Coax Cable with MH1 Connector (ANTX200P001B24003 ),Antenna,,SMD BOX,5,1,,,2026-09-09T00:00:00.000Z,import
EC334,Antenna Connector MH5 to MH5 (8-21-0045),Connector,,SMD BOX,2,4,,,2026-09-09T00:00:00.000Z,import
EC335,Coton,Misc,,CUPBOARD,1,2,,,2026-09-09T00:00:00.000Z,import
EC336,Ultrasonic Sensor,Sensor,,UNASSIGNED,0,2,,,2026-09-09T00:00:00.000Z,import
EC337,RGB LED Common Cathode,LED,,UNASSIGNED,0,5,,,2026-09-09T00:00:00.000Z,import
EC338,3.7v 2500mah Lithium Battery,Battery,,UNASSIGNED,0,2,,,2026-09-09T00:00:00.000Z,import
EC339,MM32-LINK Emulattor/Programmer,Misc,,UNASSIGNED,1,2,,,2026-09-09T00:00:00.000Z,import
EC340,ICM 20948 - 9 axis motion tracking module (Gyroscope),Sensor,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC341,LSM6DS0 - 6 axis degree of freedom breakdown board (gyroscope),Sensor,,A8,2,2,,,2026-09-09T00:00:00.000Z,import
EC342,"GY-521 MPU- 6050, 3 axis Gyroscope",Sensor,,A8,2,2,,,2026-09-09T00:00:00.000Z,import
EC343,ESP 8266 wifi Module,Module,,A8,3,2,,,2026-09-09T00:00:00.000Z,import
EC344,GY BMP280 Atmospheric pressure sensor module,Sensor,,A8,2,2,,,2026-09-09T00:00:00.000Z,import
EC345,A4988 driver,Driver,,A8,5,1,,,2026-09-09T00:00:00.000Z,import
EC346,TSL 2591 X Light Sensor,Sensor,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC347,HW 611 P 280,Sensor,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC348,MQ 135,Sensor,,B3,1,2,,,2026-09-09T00:00:00.000Z,import
EC349,1s BMS,Module,,A8,4,2,,,2026-09-09T00:00:00.000Z,import
EC350,Raindrop Sensor,Sensor,,MIXED RESISTOR BOX,1,2,,,2026-09-09T00:00:00.000Z,import
EC351,KY -024 Liner Magnetic hall effect Sensor,Module,,A8,2,2,,,2026-09-09T00:00:00.000Z,import
EC352,LoRa Module E-5,Module,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC353,Photosensitive Sensor Module,Module,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC354,ACS721 Current Sensor Module,Module,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC355,DTH 11,Sensor,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC356,DTH 22,Sensor,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC357,XH- M601 12v battery chaeging Control board,Module,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC358,ADXL 335 Accelerometer,Sensor,,A8,2,2,,,2026-09-09T00:00:00.000Z,import
EC359,KY -039 Finger Heartbeat sensor,Sensor,,A8,1,2,,,2026-09-09T00:00:00.000Z,import
EC360,JSN-SR4T,Sensor,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC361,DS1307 Real Time clock Module,Module,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC362,DS3231 AT24c32 IIC Real time clock Module,Module,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC363,ADS 1115 ADC module,Module,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC364,RF Module,Module,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC365,Core 51822 BLE 4.0 Bluetooth Wireless Module,Module,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC366,Active Soil Moustire Sensor,Sensor,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC367,Passive Soil Moisture Sensor,Sensor,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC368,RElay iot board board Esp 8266,Module,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC369,ULN2003 Stepper Motor Driver,Module,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC370,DC-DC Buck Boost Converter,Module,,A9,2,2,,,2026-09-09T00:00:00.000Z,import
EC371,AS 608 Fingerprint Sensor,Sensor,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC372,CCTV Audio Mic,Microphone,,A9,1,2,,,2026-09-09T00:00:00.000Z,import
EC373,SD Card 64GB,Memory,,UNASSIGNED,0,1,,,2026-09-09T00:00:00.000Z,import
EC374,WLY 853837 3.7V 1250mAh Lethiuem Battery,Battery,,SMD BOX,1,2,,,2026-09-09T00:00:00.000Z,import
EC375,"REYEX RYLR998 35/24 Lora Module (Only ""Tx"")",Module,,SMD BOX,1,2,,,2026-09-09T00:00:00.000Z,import
EC376,"Male to Female ""MF""",Misc,,E6,5,2,,,2026-09-09T00:00:00.000Z,import
EC377,Analyzer 24MHz 8CH,Misc,,SMD BOX,1,2,,,2026-09-09T00:00:00.000Z,import
EC378,HT Coil for Amp Detection 100A,Misc,,C5,1,2,,,2026-09-09T00:00:00.000Z,import
EC379,35v 1000uf Capacitor,Capacitor,,UNASSIGNED,10,10,Yes,,2026-09-09T00:00:00.000Z,import
EC380,N5408 Diode 3A,Capacitor,,UNASSIGNED,10,10,Yes,,2026-09-09T00:00:00.000Z,import
